Наименование аэропорта РФ;Год периода данных;Январь;Февраль;Март;Апрель;Май;Июнь;Июль;Август;Сентябрь;Октябрь;Ноябрь;Декабрь;Январь - Декабрь
Игрим;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Ижевск;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Ижма;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Индига;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Инта;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Йошкар-Ола;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Иркутск;2 017;551,61;582,76;848,17;848,33;822,15;840,52;710,8;748,54;732,44;977,99;1019,37;993,23;9675,91
Кавалерово;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Казань;2 017;135,6;133,26;***;***;***;***;***;***;***;***;***;***;***
Казачинское(Казачинск);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Калининград(Храброво);2 017;354,74;456,17;544,26;557,4;518,57;538,47;626,76;629,42;634,05;614,7;542,11;662,01;6678,66
Калуга;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Каратайка;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Каргасок;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Кедровый;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Кемерово;2 017;233,61;287,24;423,95;473,49;510,26;474,59;205,71;111,05;113,56;118,34;115,08;152,88;3219,76
Кепервеем;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Киренск;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Киров;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Когалым;2 017;10;11,01;151,8;144,65;42,8;84,79;31,51;36,48;54,22;81,88;44,55;36,36;730,05
Кодинск;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Колпашево;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Комсомольск-на-Амуре;2 017;152,9;160,9;244,5;206,9;159,1;179;103,9;153,03;102,4;141,4;115,82;312,81;2032,66
Кондинское;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Коряки(Корякский);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Кострома;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Коткино;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Котлас;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Краснодар(Пашковский);2 017;285,36;391,05;522,61;542,12;512,9;489,25;484,1;516,13;537,56;575,7;516,7;605,66;5979,14
Красноселькуп;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Красноярск(Емельяново);2 017;721,13;773,88;1043,27;1080,38;1049,78;1020,34;1144,13;1316,29;1304,56;1423,46;1416,57;1558,5;13852,29
Красноярск(Черемшанка);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Курган;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Курильск(Ясный);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Курск(Восточный);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Кызыл;2 017;0,59;0,85;0,64;0,72;0,99;0,89;0,08;3,66;1,15;1,25;1,04;1,47;13,33
Лабожское;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Ленск;2 017;22,71;22,63;28,54;56,8;101,69;69,62;74,1;58,74;67,21;102,36;108,26;69,52;782,18
Лешуконское;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Липецк;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Магадан(Магадан-13);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Магадан(Сокол);2 017;488;552;672;657;688;795;785;712;724;699;705;832;8309
Магнитогорск;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Майкоп;2 017;0;0;0;0;0;0;0;0;0;0;0;0;0
Мама;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Манилы;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Марково;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Махачкала(Уйташ);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Междуреченский;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Мезень;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Мильково;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Минеральные Воды;2 017;95,32;133,36;377,62;111,3;115,34;315,64;120,61;140,96;154,81;180,9;180,87;185,12;2111,85
Мирный;2 017;504,27;594,86;859,76;985,48;1028,58;909,28;779,41;900,63;1097,22;1225,84;1154,32;1035,71;11075,36
Москва(Быково);2 017;0;0;0;0;0;0;0;0;0;0;0;0;0
Москва(Внуково);2 017;3194,88;4189,39;4710,98;4314,67;4442,73;4688,29;4994,15;5073,72;5414,96;5209,59;5681,38;6579,24;58493,98
Москва(Домодедово);2 017;7772,66;9169,01;11302,61;10918,44;10939,16;10076,87;10039,05;10727,61;10093,57;9773,88;10417,52;11631,97;122862,35
Москва(Остафьево);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Москва(Шереметьево);2 017;18438,6;17180,8;25153,5;23304,6;24856,2;23825;25141,9;24752,5;26277,6;27986,2;29520,5;27535,1;293972,5
Мотыгино;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Мурманск;2 017;101,2;116,8;225;160,9;142,26;152,19;138,5;150,5;146,02;154;162,8;179;1829,17
Мыс Шмидта;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Мыс-Каменный;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Надым;2 017;21,96;21,47;31,93;28,03;31,63;36,16;33,35;33,34;36,78;27,13;30,08;41,18;373,04
Назрань(Магас/Слепцовская);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Нальчик;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Нарьян-Мар;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Нелькан;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Нерюнгри(Чульман);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Несь;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижнеангарск;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижневартовск;2 017;193,2;360,8;356,8;332,4;320,1;251,5;165,7;199,5;230,2;330;318,9;394,7;3453,8
Нижнекамск(Бегишево);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижнеудинск;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижний Новгород(Стригино);2 017;49,17;56,82;74,2;76,23;64,46;78,01;74,79;73,02;92,68;103,31;79,67;126,02;948,38
Нижняя Пеша;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Николаевск-на-Амуре;2 017;4,9;5,57;5,81;4,87;3,03;3,4;2,9;3,34;2,43;2,78;3,22;4,37;46,62
Никольское;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Новокузнецк;2 017;62,8;73,1;96;91;78;79,6;81,9;87,5;138;139,6;354,1;339,7;1621,3
Новосибирск(Северный);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Новосибирск(Толмачево);2 017;1212,3;1572,5;1933,8;1904,5;1943,7;1774,5;1696;1861,7;1645,7;2034,3;2060,9;2372,6;22012,5
Новый Уренгой;2 017;234,4;352,6;426,2;366,5;444,5;405,8;317,9;339,8;281,7;351,7;312,9;333,8;4167,8
Ноглики;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Норильск;2 017;191,46;1215,47;1414,78;1226,59;1595,89;423,64;110,13;148,91;516,47;916,55;1048,04;1191,7;9999,63
Норильск(Валек);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Ноябрьск;2 017;30,88;41,73;52,07;51,7;52,14;53,42;51,3;54,53;57,13;58,1;55,68;66,14;624,82
Нюрба;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Нягань;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Озерная;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Олекминск;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Оленек;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Ома;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Омолон;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Омск(Центральный);2 017;185;219;262;281;248;273;262;276;289;314;303;355;3267
Омсукчан;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Орел(Южный);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Оренбург(Центральный);2 017;65,05;71,89;87,54;92,49;91,15;93,35;101,49;109,34;112,92;147,88;109,32;135,64;1218,06
Орск;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Оссора;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Оха;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Охотск;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Палана;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Пахачи;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Певек;2 017;27;119;142;91;74;156;69;18;38;57;56;112;959
Пенза;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Пермь(Бахаревка);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Пермь(Большое Савино);2 017;109,25;135,32;185,45;162,05;144,22;175,69;159,1;177,83;165,71;196,95;245,01;206,53;2063,11
Песчанка(остров Колгуев);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Петрозаводск(Бесовец);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Петрозаводск(Пески);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Петропавловск-Камчатский(Елизово);2 017;410,26;441,5;622,48;586,61;642,32;1078,91;1254,01;1280,24;1098,06;927,22;811,61;867,75;10020,97
Печора;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Пионерный;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Пластун;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Подкаменная Тунгуска;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Полины Осипенко;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Полярный;2 017;20,49;28,05;36,24;48;77,04;58,48;37,1;35,99;34,74;34,13;51,33;41,17;502,76
Провидения(Провидения Бухта);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Псков(Кресты);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Рогачево(Амдерма-2);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Ростов-на-Дону;2 017;376,62;276,7;332,87;355,57;363,55;326,2;400,53;415,94;594,47;426,77;433,98;86,52;4389,72
Ростов-на-Дону(Платов);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Сабетта;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Саккырыр;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Салехард;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Самара(Курумоч);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Самара(Смышляевка);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Сангар;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Санкт-Петербург(Пулково);2 017;1577;1782;2538;2572;2578;2330;2578;2750;2429;2570;2546;2501;28751
Саранск;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Саратов(Центральный);2 017;25;28,2;36,8;38,2;34,5;41,8;42,1;42,7;47,9;67,2;41,4;44,8;490,6
Саскылах;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Светлогорск;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Северо-Енисейский;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Северо-Эвенск;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Сеймчан;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Симферополь;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Снопа;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Соболево;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Советская Гавань;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Советский;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Соловки;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Сочи;2 017;122,19;242,73;232,26;848,88;840,77;382,36;241,38;288,53;223,53;228,94;209,72;246,11;4107,4
Среднеколымск;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Ставрополь(Шпаковское);2 017;57;61;65;64;57;63;67;70;65;71;71;83;794
Старый Оскол;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Стрежевой;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Сунтар;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Сургут;2 017;186,9;239;292,8;278,3;296,7;362,7;339,3;334,7;304,7;298,6;297;348,6;3579,3
Сыктывкар;2 017;40,87;45,36;59,98;63,4;57,41;60,59;65,02;63,73;60,64;71,38;61,54;83,91;733,83
Таганрог(Южный);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Тазовский;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Таксимо;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Талакан;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Тамбов;2 017;0;0;0;0;0;0;0;0;0;0;0;0;0
Тара;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Тарко-Сале;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Таштагол;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Тигиль;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Тикси;2 017;20,72;56,15;31,57;31,44;38,13;67,32;42,58;33,81;31,85;48,93;38,39;76,91;517,8
Тиличики;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Тобольск;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Толька;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Томск(Богашево);2 017;105,98;124,99;165,85;156,12;138,72;155,69;144,25;171,19;166,43;161,31;183,45;222,34;1896,32
Троицко-Печорск;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Тугур;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Тура(Горный);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Туруханск;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Тында;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Тюмень(Плеханово);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Тюмень(Рощино);2 017;227,6;268,3;335,2;349,1;347,1;320;318,7;325,4;316,1;348,5;356,7;433,3;3946
Удское;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Улан-Удэ(Мухино);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Ульяновск(Баратаевка);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Ульяновск(Восточный);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Урай;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Ургалан;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Уренгой;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Усинск;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Камчатск;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Кара;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Куйга;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Кут;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Мая;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Нера;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Хайрюзово;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Цильма;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Уфа;2 017;205,75;301,42;325,27;375,25;340,21;371,09;357,16;438,97;374,72;374,77;513,94;412,28;4390,83
Ухта;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Хабаровск(МВЛ);2 017;1,1;13,1;6,9;9,28;17,78;9,28;8,25;7,57;8,82;13,14;5,12;7,95;108,29
Хабаровск(Новый);2 017;1393,1;1674,57;2137,99;2024,43;1895,08;1948,92;1932,74;2048,82;2004,85;2464,06;2063,78;2487,45;24075,79
Хандыга;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Ханты-Мансийск;2 017;29,78;33,06;39,18;68,48;48,16;48,5;43,22;49,01;57,46;57,33;61,44;62,17;597,79
Харута;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Хатанга;2 017;100,47;140,82;408,14;409,04;174,36;263,33;154,4;202,6;216,27;330,1;272,94;307,64;2980,11
Херпучи;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Хонуу(Мома);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Хорей-Вер;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Чара;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Чебоксары;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Чегдомын;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Челябинск(Баландино);2 017;170,18;228,37;241,83;226,25;204,63;268,7;231,85;263,71;248,4;257,64;273,72;333,35;2948,63
Череповец;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Черский;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Чижа;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Чита(Кадала);2 017;195,37;180,85;298,74;280,62;311,7;300,58;268,51;263,85;239,53;307,5;307,75;335,69;3290,69
Чокурдах;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Чумикан;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Шарыпово;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Шахтерск;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Шойна;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Шушенское;2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
Эгвекинот(Залив Креста);2 017;***;***;***;***;***;***;***;***;***;***;***;***;***
